"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"Gene"	"sig"	"log10Pval"	"fcpos"
"ENSG00000135828.11-RNASEL"	1.54166943163416	2.27707685583263	13.2239752647073	4.47816267542823e-15	1.41066602438665e-10	23.0669977807022	"ENSG00000135828.11-RNASEL"	TRUE	9.85057579342793	TRUE
"ENSG00000163661.4-PTX3"	-45.2158895966163	35.0350427567527	-12.5474591631323	2.02596888254927e-14	3.19100228845923e-10	21.7680605289271	"ENSG00000163661.4-PTX3"	TRUE	9.49607288434774	FALSE
"ENSG00000142945.13-KIF2C"	13.5263710886747	77.9340096858982	10.9636179013627	8.60307347633973e-13	9.03351391927259e-09	18.4728478685517	"ENSG00000142945.13-KIF2C"	TRUE	8.04414328192352	TRUE
"ENSG00000119514.7-GALNT12"	17.4890534988738	27.4457325070151	10.505659373787	2.69728044509688e-12	2.12417578252492e-08	17.4507306728852	"ENSG00000119514.7-GALNT12"	TRUE	7.6728095468082	TRUE
"ENSG00000188783.6-PRELP"	1.13674928502865	2.02029532802362	10.3965155133785	3.55581666732327e-12	2.24023561674701e-08	17.2024286590516	"ENSG00000188783.6-PRELP"	TRUE	7.64970630234809	TRUE
"ENSG00000104765.16-BNIP3L"	32.7147995960707	118.591609126357	10.3187823082037	4.3333522972053e-12	2.27508217857107e-08	17.0244768555407	"ENSG00000104765.16-BNIP3L"	TRUE	7.64300291151001	TRUE
"ENSG00000274512.5-TBC1D3L"	20.2120275780355	9.16463302899106	10.0443856686637	8.76457156217085e-12	3.94418241114206e-08	16.3889189981477	"ENSG00000274512.5-TBC1D3L"	TRUE	7.40404300794976	TRUE
"ENSG00000002586.20-CD99"	156.043253984866	300.439771729746	9.94152617684433	1.14420213838199e-11	4.50543894514637e-08	16.1477033626784	"ENSG00000002586.20-CD99"	TRUE	7.34626289121801	TRUE
"ENSG00000282826.2-FRG1CP"	-20.6417902433024	11.9223776402609	-9.57512629996168	2.99076488047977e-11	1.04680093888881e-07	15.2752882869169	"ENSG00000282826.2-FRG1CP"	TRUE	6.98013589650785	FALSE
"ENSG00000285804.2-AC025774.1"	3.03718328683031	2.78610264675111	9.14758707515551	9.38223995240908e-11	2.95549940740839e-07	14.2313959103142	"ENSG00000285804.2-AC025774.1"	TRUE	6.52936912339318	TRUE
"ENSG00000257935.2-LHX5-AS1"	25.0112563775674	23.6869198132867	9.02394142936344	1.3116565497875e-10	3.65952011870119e-07	13.9243409998588	"ENSG00000257935.2-LHX5-AS1"	TRUE	6.43657586090725	TRUE
"ENSG00000093072.18-ADA2"	29.2771856721327	32.2482188988164	9.00153477025924	1.39405864653231e-10	3.65952011870119e-07	13.8684517729986	"ENSG00000093072.18-ADA2"	TRUE	6.43657586090725	TRUE
"ENSG00000254389.3-RHPN1-AS1"	1.41603842773418	3.61478455140157	8.57827903226656	4.45999904003521e-10	1.08072638277038e-06	12.7987128929989	"ENSG00000254389.3-RHPN1-AS1"	TRUE	5.96628424637453	TRUE
"ENSG00000276023.5-DUSP14"	-9.17313364465426	28.4556808382568	-8.54482342660831	4.89411059342984e-10	1.10120984145452e-06	12.7130353724323	"ENSG00000276023.5-DUSP14"	TRUE	5.95812991599439	FALSE
"ENSG00000196369.11-SRGAP2B"	10.4204089364885	19.9476911199678	8.47548096159638	5.93574806615896e-10	1.24654666554716e-06	12.5349384874345	"ENSG00000196369.11-SRGAP2B"	TRUE	5.90429145866821	TRUE
"ENSG00000230772.1-VN1R108P"	1.18019409050078	1.03154383694661	8.05053841874171	1.96148461323655e-09	3.86179542509779e-06	11.4286271486894	"ENSG00000230772.1-VN1R108P"	TRUE	5.41321073628018	TRUE
"ENSG00000245498.7-AP000866.1"	1.78447131577583	4.39317732591555	8.02865320567491	2.08724397898154e-09	3.8676630930528e-06	11.3709714550529	"ENSG00000245498.7-AP000866.1"	TRUE	5.41255136375156	TRUE
"ENSG00000158467.16-AHCYL2"	7.55755331204873	22.8469606787606	7.98713004543046	2.34879553524033e-09	4.11052267531142e-06	11.261401894233	"ENSG00000158467.16-AHCYL2"	TRUE	5.38610295170759	TRUE
